Date,Kurs_USD,Kurs_EUR,Kurs_CHF,SMA_30_USD,Zwrot_USD,Zmiennosc_USD,VaR_95%_USD,SMA_30_EUR,Zwrot_EUR,Zmiennosc_EUR,VaR_95%_EUR,SMA_30_CHF,Zwrot_CHF,Zmiennosc_CHF,VaR_95%_CHF
2025-06-10,3.7354,4.2686,4.548,3.7614,-0.0047,0.1076,-0.0111,4.2543,-0.0029,0.0446,-0.0039,4.5467,-0.0045,0.0701,-0.0063
2025-06-11,3.7174,4.2516,4.523,3.7605,-0.0048,0.1084,-0.0111,4.2538,-0.004,0.0461,-0.0042,4.5458,-0.0055,0.0718,-0.0063
2025-06-12,3.6919,4.2488,4.5098,3.7579,-0.0069,0.108,-0.0111,4.2531,-0.0006,0.046,-0.0042,4.544,-0.0029,0.0714,-0.0063
2025-06-13,3.6748,4.2642,4.5424,3.7542,-0.0047,0.1077,-0.0111,4.2527,0.0036,0.0471,-0.0042,4.5432,0.0072,0.0748,-0.0063
2025-06-16,3.6942,4.2763,4.5534,3.7515,0.0053,0.109,-0.0111,4.2528,0.0028,0.0479,-0.0042,4.5424,0.0024,0.0746,-0.0063
2025-06-17,3.6951,4.2682,4.5401,3.7491,0.0002,0.109,-0.0111,4.253,-0.0019,0.0476,-0.0042,4.541,-0.0029,0.0749,-0.0063
2025-06-18,3.7193,4.2726,4.5549,3.7476,0.0065,0.111,-0.0111,4.2531,0.001,0.0475,-0.0042,4.5409,0.0033,0.0738,-0.0063
2025-06-19,3.7204,4.2708,4.5428,3.7461,0.0003,0.111,-0.0111,4.2535,-0.0004,0.0471,-0.0042,4.5398,-0.0027,0.0731,-0.0063
2025-06-20,3.7096,4.2707,4.546,3.7435,-0.0029,0.11,-0.0111,4.2542,-0.0,0.0463,-0.0042,4.5396,0.0007,0.0714,-0.0063
2025-06-23,3.7124,4.2712,4.5409,3.7417,0.0008,0.1093,-0.0111,4.2555,0.0001,0.0442,-0.0036,4.5404,-0.0011,0.0685,-0.0051
2025-06-24,3.684,4.2729,4.5327,3.7372,-0.0077,0.1023,-0.0111,4.2567,0.0004,0.044,-0.0036,4.5408,-0.0018,0.0687,-0.0051
2025-06-25,3.6609,4.2506,4.546,3.733,-0.0063,0.1008,-0.0111,4.2572,-0.0052,0.0467,-0.0047,4.542,0.0029,0.0687,-0.0051
2025-06-26,3.6355,4.2477,4.5228,3.7281,-0.007,0.1022,-0.0111,4.2579,-0.0007,0.0465,-0.0047,4.543,-0.0051,0.0698,-0.0053
2025-06-27,3.6265,4.2396,4.527,3.7226,-0.0025,0.1017,-0.0111,4.2577,-0.0019,0.0458,-0.0047,4.5425,0.0009,0.0631,-0.0053
2025-06-30,3.6127,4.2366,4.5257,3.7159,-0.0038,0.0989,-0.0111,4.2567,-0.0007,0.0421,-0.0047,4.5412,-0.0003,0.0606,-0.0053
2025-07-01,3.5985,4.2415,4.5369,3.7099,-0.0039,0.096,-0.0102,4.2566,0.0012,0.0385,-0.0036,4.5416,0.0025,0.0544,-0.0048
2025-07-02,3.597,4.2462,4.5487,3.7046,-0.0004,0.095,-0.0102,4.2569,0.0011,0.0384,-0.0036,4.5419,0.0026,0.0539,-0.0048
2025-07-03,3.61,4.2598,4.5613,3.7003,0.0036,0.0959,-0.0102,4.2576,0.0032,0.0395,-0.0036,4.5428,0.0028,0.0542,-0.0048
2025-07-04,3.6014,4.2392,4.5346,3.6948,-0.0024,0.093,-0.0102,4.2573,-0.0048,0.0415,-0.0045,4.5425,-0.0059,0.0565,-0.0053
2025-07-07,3.5987,4.2411,4.533,3.6903,-0.0008,0.0908,-0.01,4.2571,0.0004,0.0415,-0.0045,4.5422,-0.0004,0.0565,-0.0053
2025-07-08,3.6179,4.246,4.5378,3.6868,0.0053,0.0925,-0.01,4.2574,0.0012,0.0412,-0.0045,4.5423,0.0011,0.0565,-0.0053
2025-07-09,3.6186,4.2426,4.546,3.6826,0.0002,0.0903,-0.01,4.2573,-0.0008,0.0411,-0.0045,4.543,0.0018,0.0562,-0.0053
2025-07-10,3.615,4.2405,4.5582,3.6774,-0.001,0.0867,-0.01,4.2575,-0.0005,0.0408,-0.0045,4.544,0.0027,0.0567,-0.0053
2025-07-11,3.6308,4.2483,4.5564,3.6743,0.0044,0.0819,-0.0074,4.2578,0.0018,0.0411,-0.0045,4.5449,-0.0004,0.0567,-0.0053
2025-07-14,3.6442,4.257,4.573,3.6706,0.0037,0.0782,-0.0074,4.2576,0.002,0.0373,-0.0045,4.545,0.0036,0.0526,-0.0053
2025-07-15,3.6448,4.252,4.5696,3.6683,0.0002,0.0712,-0.0069,4.2576,-0.0012,0.0363,-0.0045,4.5457,-0.0007,0.0514,-0.0053
2025-07-16,3.6705,4.2604,4.5793,3.6656,0.007,0.0677,-0.0069,4.2573,0.002,0.0345,-0.0045,4.5464,0.0021,0.0517,-0.0053
2025-07-17,3.6548,4.2525,4.5627,3.6627,-0.0043,0.0684,-0.0069,4.2565,-0.0019,0.0345,-0.0045,4.546,-0.0036,0.0513,-0.0053
2025-07-18,3.6624,4.252,4.561,3.6603,0.0021,0.0687,-0.0069,4.2557,-0.0001,0.0345,-0.0045,4.5461,-0.0004,0.0501,-0.0053
2025-07-21,3.6491,4.2441,4.5536,3.6568,-0.0037,0.0671,-0.0069,4.2545,-0.0019,0.0347,-0.0045,4.5456,-0.0016,0.0498,-0.0053
2025-07-22,3.6276,4.2422,4.5446,3.6532,-0.0059,0.0678,-0.0069,4.2536,-0.0005,0.0338,-0.0045,4.5455,-0.002,0.0483,-0.0053
2025-07-23,3.6209,4.2505,4.5616,3.65,-0.0018,0.0668,-0.0069,4.2535,0.002,0.0324,-0.0035,4.5468,0.0037,0.0466,-0.0044
2025-07-24,3.6068,4.2465,4.5548,3.6471,-0.0039,0.0651,-0.0067,4.2535,-0.0009,0.0324,-0.0035,4.5483,-0.0015,0.0459,-0.0044
2025-07-25,3.6164,4.251,4.5507,3.6452,0.0027,0.0647,-0.0067,4.253,0.0011,0.0307,-0.0035,4.5485,-0.0009,0.0412,-0.0044
2025-07-28,3.6086,4.2428,4.5388,3.6423,-0.0022,0.0625,-0.0067,4.2519,-0.0019,0.0299,-0.0035,4.548,-0.0026,0.0412,-0.0044
2025-07-29,3.6731,4.2602,4.5726,3.6416,0.0177,0.0823,-0.0067,4.2516,0.0041,0.032,-0.0035,4.5491,0.0074,0.0457,-0.0044
2025-07-30,3.7032,4.2773,4.5967,3.6411,0.0082,0.0836,-0.0067,4.2518,0.004,0.034,-0.0035,4.5505,0.0053,0.0472,-0.0044
2025-07-31,3.7374,4.2714,4.5949,3.6416,0.0092,0.0879,-0.0067,4.2518,-0.0014,0.0342,-0.0035,4.5523,-0.0004,0.0464,-0.0044
2025-08-01,3.7417,4.2742,4.5982,3.6427,0.0012,0.0875,-0.0067,4.2519,0.0007,0.0343,-0.0035,4.554,0.0007,0.0464,-0.0044
2025-08-04,3.6783,4.2618,4.5742,3.6416,-0.0171,0.1009,-0.0074,4.2516,-0.0029,0.0353,-0.004,4.5551,-0.0052,0.0491,-0.0052
2025-08-05,3.6885,4.2726,4.5694,3.6417,0.0028,0.0988,-0.0067,4.2516,0.0025,0.0361,-0.004,4.5563,-0.001,0.0488,-0.0052
2025-08-06,3.6931,4.2783,4.5781,3.6428,0.0012,0.097,-0.0065,4.2525,0.0013,0.0327,-0.0025,4.5574,0.0019,0.0484,-0.0052
2025-08-07,3.6622,4.2709,4.5425,3.6437,-0.0084,0.098,-0.0073,4.2533,-0.0017,0.0331,-0.0025,4.5581,-0.0078,0.0515,-0.0056
2025-08-08,3.6417,4.2515,4.5192,3.6442,-0.0056,0.0992,-0.0073,4.2537,-0.0046,0.0354,-0.0038,4.5578,-0.0051,0.0537,-0.0056
2025-08-11,3.6424,4.2425,4.5097,3.6452,0.0002,0.0985,-0.0073,4.2539,-0.0021,0.0359,-0.0038,4.5573,-0.0021,0.054,-0.0056
2025-08-12,3.6633,4.2559,4.5112,3.6473,0.0057,0.0989,-0.0073,4.2544,0.0031,0.0369,-0.0038,4.5564,0.0003,0.0535,-0.0056
2025-08-13,3.6415,4.2512,4.5164,3.6488,-0.006,0.1007,-0.0073,4.2545,-0.0011,0.0369,-0.0038,4.5553,0.0012,0.053,-0.0056
2025-08-14,3.6296,4.2511,4.5096,3.6495,-0.0033,0.1007,-0.0073,4.2542,-0.0,0.0357,-0.0038,4.5536,-0.0015,0.0523,-0.0056
2025-08-15,3.6546,4.2576,4.5257,3.6513,0.0069,0.1023,-0.0073,4.2549,0.0015,0.0329,-0.0026,4.5533,0.0036,0.0509,-0.0052
2025-08-18,3.6344,4.2545,4.5053,3.6524,-0.0055,0.1037,-0.0073,4.2553,-0.0007,0.033,-0.0026,4.5524,-0.0045,0.0525,-0.0052
2025-08-19,3.6385,4.2453,4.5067,3.6531,0.0011,0.1026,-0.0073,4.2553,-0.0021,0.0335,-0.0026,4.5513,0.0003,0.0524,-0.0052
2025-08-20,3.6413,4.2393,4.51,3.6539,0.0008,0.1027,-0.0073,4.2552,-0.0014,0.0337,-0.0026,4.5501,0.0007,0.0521,-0.0052
2025-08-21,3.6441,4.2458,4.5313,3.6549,0.0008,0.1026,-0.0073,4.2554,0.0015,0.0339,-0.0026,4.5493,0.0047,0.0534,-0.0052
2025-08-22,3.6608,4.2522,4.5281,3.6559,0.0046,0.1027,-0.0073,4.2555,0.0015,0.0338,-0.0026,4.5483,-0.0007,0.0534,-0.0052
2025-08-25,3.6316,4.2522,4.5258,3.6554,-0.008,0.1049,-0.0082,4.2553,0.0,0.0333,-0.0026,4.5467,-0.0005,0.0522,-0.0052
2025-08-26,3.6646,4.2561,4.5468,3.6561,0.0091,0.1082,-0.0082,4.2555,0.0009,0.0332,-0.0026,4.546,0.0046,0.0541,-0.0052
2025-08-27,3.6567,4.2563,4.5495,3.6556,-0.0021,0.1064,-0.0082,4.2553,0.0001,0.0327,-0.0026,4.545,0.0006,0.0537,-0.0052
2025-08-28,3.6614,4.2645,4.5675,3.6559,0.0013,0.1057,-0.0082,4.2557,0.0019,0.0327,-0.0026,4.5451,0.0039,0.054,-0.0052
2025-08-29,3.647,4.2602,4.5496,3.6553,-0.0039,0.1062,-0.0082,4.256,-0.001,0.0328,-0.0026,4.5448,-0.0039,0.0552,-0.0052
2025-09-01,3.6445,4.2604,4.5515,3.6552,-0.0007,0.1057,-0.0082,4.2565,0.0,0.0323,-0.0026,4.5447,0.0004,0.055,-0.0052
2025-09-02,3.6367,4.2605,4.5445,3.6555,-0.0021,0.1044,-0.0082,4.2572,0.0,0.0323,-0.0026,4.5447,-0.0015,0.0549,-0.0052
2025-09-03,3.664,4.2619,4.5488,3.6569,0.0075,0.1064,-0.0082,4.2575,0.0003,0.0318,-0.0026,4.5443,0.0009,0.0539,-0.0052
2025-09-04,3.6457,4.251,4.536,3.6582,-0.005,0.1068,-0.0082,4.2577,-0.0026,0.0326,-0.0028,4.5436,-0.0028,0.0543,-0.0052
2025-09-05,3.6452,4.249,4.5275,3.6592,-0.0001,0.1066,-0.0082,4.2576,-0.0005,0.0325,-0.0028,4.5429,-0.0019,0.0545,-0.0052
2025-09-08,3.6297,4.2513,4.5408,3.6599,-0.0043,0.1072,-0.0082,4.2579,0.0005,0.032,-0.0028,4.5429,0.0029,0.0547,-0.0052
2025-09-09,3.6078,4.2474,4.5518,3.6577,-0.0061,0.0949,-0.0082,4.2575,-0.0009,0.0298,-0.0028,4.5422,0.0024,0.0506,-0.0052
2025-09-10,3.6315,4.2494,4.553,3.6553,0.0066,0.0937,-0.0082,4.2565,0.0005,0.0272,-0.0028,4.5408,0.0003,0.0479,-0.0052
2025-09-11,3.6379,4.2574,4.5572,3.652,0.0017,0.0893,-0.0082,4.2561,0.0019,0.0276,-0.0028,4.5395,0.0009,0.0481,-0.0052
2025-09-12,3.6249,4.2521,4.5523,3.6481,-0.0036,0.0894,-0.0082,4.2553,-0.0012,0.0277,-0.0028,4.538,-0.0011,0.048,-0.0052
2025-09-15,3.6267,4.2526,4.5516,3.6464,0.0005,0.0754,-0.0071,4.255,0.0001,0.0265,-0.0024,4.5372,-0.0001,0.0457,-0.0049
2025-09-16,3.6099,4.2465,4.5424,3.6438,-0.0046,0.0757,-0.0071,4.2542,-0.0014,0.0256,-0.0024,4.5363,-0.002,0.046,-0.0049
2025-09-17,3.5758,4.2481,4.5528,3.6399,-0.0095,0.0795,-0.0082,4.2532,0.0004,0.0252,-0.0024,4.5355,0.0023,0.0461,-0.0049
2025-09-18,3.597,4.2531,4.5614,3.6377,0.0059,0.0789,-0.0071,4.2526,0.0012,0.0251,-0.0024,4.5361,0.0019,0.0404,-0.0043
2025-09-19,3.6135,4.2584,4.5574,3.6368,0.0046,0.0788,-0.0071,4.2528,0.0012,0.0216,-0.0021,4.5374,-0.0009,0.0373,-0.0034
2025-09-22,3.6311,4.2635,4.5617,3.6364,0.0049,0.0802,-0.0071,4.2535,0.0012,0.0208,-0.0018,4.5391,0.0009,0.0367,-0.0034
2025-09-23,3.6054,4.2541,4.5493,3.6344,-0.0071,0.0807,-0.0076,4.2534,-0.0022,0.0199,-0.0022,4.5404,-0.0027,0.0378,-0.0034
2025-09-24,3.6036,4.257,4.5526,3.6332,-0.0005,0.079,-0.0076,4.2536,0.0007,0.0198,-0.0022,4.5416,0.0007,0.0377,-0.0034
2025-09-25,3.63,4.2632,4.5711,3.6332,0.0073,0.0815,-0.0076,4.254,0.0014,0.0202,-0.0022,4.5437,0.0041,0.0389,-0.0034
2025-09-26,3.6607,4.269,4.5747,3.6334,0.0084,0.0828,-0.0076,4.2544,0.0014,0.0201,-0.0022,4.5453,0.0008,0.0378,-0.0034
2025-09-29,3.6431,4.2644,4.5693,3.6337,-0.0048,0.0824,-0.0076,4.2547,-0.0011,0.0202,-0.0022,4.5474,-0.0012,0.0352,-0.0028
2025-09-30,3.6354,4.2648,4.5615,3.6336,-0.0021,0.0825,-0.0076,4.2554,0.0001,0.0191,-0.0019,4.5493,-0.0017,0.0357,-0.0028
2025-10-01,3.6331,4.2636,4.5616,3.6333,-0.0006,0.0825,-0.0076,4.2562,-0.0003,0.0186,-0.0019,4.551,0.0,0.0357,-0.0028
2025-10-02,3.6289,4.2582,4.5561,3.6328,-0.0012,0.0825,-0.0076,4.2566,-0.0013,0.0186,-0.0019,4.5518,-0.0012,0.0335,-0.0028
2025-10-03,3.6304,4.2572,4.5533,3.6318,0.0004,0.0813,-0.0076,4.2568,-0.0002,0.0181,-0.0019,4.5526,-0.0006,0.0335,-0.0028
2025-10-06,3.6313,4.2516,4.5532,3.6318,0.0003,0.078,-0.0066,4.2568,-0.0013,0.0185,-0.0019,4.5536,-0.0,0.0335,-0.0028
2025-10-07,3.6279,4.2482,4.5654,3.6306,-0.0009,0.0731,-0.0066,4.2565,-0.0008,0.0185,-0.0019,4.5542,0.0027,0.0317,-0.0028
2025-10-08,3.6478,4.2511,4.5672,3.6303,0.0055,0.0748,-0.0066,4.2563,0.0007,0.0186,-0.0019,4.5548,0.0004,0.0316,-0.0028
2025-10-09,3.6573,4.2533,4.5627,3.6301,0.0026,0.0751,-0.0066,4.2559,0.0005,0.0177,-0.0019,4.5546,-0.001,0.0296,-0.0028
2025-10-10,3.6802,4.2566,4.5645,3.6312,0.0062,0.0763,-0.0066,4.2558,0.0008,0.0177,-0.0019,4.5551,0.0004,0.0272,-0.0024
2025-10-13,3.6742,4.2626,4.5788,3.6322,-0.0016,0.0764,-0.0066,4.2559,0.0014,0.0181,-0.0019,4.556,0.0031,0.0286,-0.0024
2025-10-14,3.6826,4.2582,4.5771,3.6338,0.0023,0.0763,-0.0066,4.2558,-0.001,0.0184,-0.0019,4.5571,-0.0004,0.0282,-0.0024
2025-10-15,3.6717,4.2592,4.5802,3.634,-0.003,0.0738,-0.0066,4.2557,0.0002,0.0184,-0.0019,4.5582,0.0007,0.0281,-0.0024
2025-10-16,3.6508,4.2516,4.5826,3.6342,-0.0057,0.0743,-0.0066,4.2558,-0.0018,0.0175,-0.0016,4.5597,0.0005,0.0266,-0.002
2025-10-17,3.6287,4.2452,4.582,3.6336,-0.0061,0.0764,-0.0066,4.2556,-0.0015,0.0181,-0.0017,4.5615,-0.0001,0.0258,-0.0019
2025-10-20,3.6401,4.2433,4.5863,3.634,0.0031,0.0759,-0.0066,4.2554,-0.0004,0.018,-0.0017,4.563,0.0009,0.0248,-0.0019
2025-10-21,3.6353,4.2329,4.5874,3.6349,-0.0013,0.0738,-0.0066,4.2549,-0.0025,0.0192,-0.002,4.5642,0.0002,0.024,-0.0019
2025-10-22,3.6525,4.2369,4.5839,3.6356,0.0047,0.0726,-0.0066,4.2545,0.0009,0.0193,-0.002,4.5653,-0.0008,0.0241,-0.0019
2025-10-23,3.643,4.229,4.5793,3.6358,-0.0026,0.0729,-0.0066,4.2535,-0.0019,0.019,-0.002,4.566,-0.001,0.0243,-0.0019
2025-10-24,3.6402,4.2287,4.5776,3.6363,-0.0008,0.0722,-0.0066,4.2527,-0.0001,0.0188,-0.002,4.5668,-0.0004,0.0241,-0.0019
2025-10-27,3.6448,4.2394,4.5781,3.6369,0.0013,0.0722,-0.0066,4.2523,0.0025,0.0203,-0.002,4.5677,0.0001,0.024,-0.0019
2025-10-28,3.6326,4.2324,4.571,3.6376,-0.0034,0.0716,-0.0066,4.2518,-0.0017,0.0205,-0.002,4.5687,-0.0015,0.0237,-0.0016
2025-10-29,3.628,4.2292,4.5758,3.6394,-0.0013,0.0656,-0.0059,4.2512,-0.0008,0.0205,-0.002,4.5694,0.001,0.023,-0.0016
2025-10-30,3.6522,4.2373,4.5666,3.6412,0.0067,0.0662,-0.0059,4.2507,0.0019,0.021,-0.002,4.5696,-0.002,0.0232,-0.0019
2025-10-31,3.6644,4.2403,4.571,3.6429,0.0033,0.0656,-0.0059,4.2501,0.0007,0.0208,-0.002,4.5701,0.001,0.0232,-0.0019
2025-11-03,3.6898,4.2534,4.5815,3.6449,0.0069,0.0671,-0.0059,4.2497,0.0031,0.0225,-0.002,4.5707,0.0023,0.024,-0.0019
2025-11-04,3.6926,4.2531,4.5673,3.6478,0.0008,0.063,-0.0053,4.2497,-0.0001,0.0215,-0.0018,4.5713,-0.0031,0.0244,-0.0019
2025-11-05,3.7078,4.2586,4.5754,3.6512,0.0041,0.0636,-0.0053,4.2497,0.0013,0.0218,-0.0018,4.5721,0.0018,0.0248,-0.0019
2025-11-06,3.6991,4.2527,4.5681,3.6535,-0.0023,0.0613,-0.0053,4.2494,-0.0014,0.0217,-0.0018,4.572,-0.0016,0.0224,-0.0019
2025-11-07,3.6787,4.2485,4.5627,3.6541,-0.0055,0.0593,-0.0056,4.2487,-0.001,0.0214,-0.0018,4.5716,-0.0012,0.0225,-0.0019
2025-11-10,3.6708,4.2378,4.549,3.6551,-0.0021,0.0578,-0.0056,4.2478,-0.0025,0.0223,-0.0022,4.5709,-0.003,0.0238,-0.0026
2025-11-11,3.6626,4.2328,4.5475,3.656,-0.0022,0.0579,-0.0056,4.2468,-0.0012,0.0225,-0.0022,4.5704,-0.0003,0.0234,-0.0026
2025-11-12,3.6478,4.2267,4.5572,3.6565,-0.004,0.0591,-0.0056,4.2455,-0.0015,0.0228,-0.0022,4.5703,0.0021,0.0243,-0.0026
2025-11-13,3.6507,4.2318,4.5755,3.6572,0.0008,0.059,-0.0056,4.2446,0.0012,0.023,-0.0022,4.5709,0.004,0.0266,-0.0026
2025-11-14,3.6361,4.2266,4.5833,3.6574,-0.004,0.0603,-0.0056,4.2436,-0.0012,0.0231,-0.0022,4.5719,0.0017,0.0269,-0.0026
2025-11-17,3.6367,4.2228,4.5754,3.6576,0.0002,0.0603,-0.0056,4.2427,-0.0009,0.023,-0.0022,4.5727,-0.0017,0.0275,-0.0026
2025-11-18,3.6523,4.233,4.5864,3.6584,0.0043,0.0614,-0.0056,4.2422,0.0024,0.0242,-0.0022,4.5734,0.0024,0.0273,-0.0026
2025-11-19,3.6588,4.237,4.5713,3.6587,0.0018,0.0596,-0.0056,4.2417,0.0009,0.0243,-0.0022,4.5735,-0.0033,0.029,-0.0031
2025-11-20,3.6612,4.2252,4.5471,3.6589,0.0007,0.0592,-0.0056,4.2408,-0.0028,0.0254,-0.0025,4.573,-0.0053,0.0328,-0.0032
2025-11-21,3.6696,4.2323,4.555,3.6585,0.0023,0.0566,-0.0056,4.2399,0.0017,0.0258,-0.0025,4.5727,0.0017,0.0332,-0.0032
2025-11-24,3.6816,4.2364,4.552,3.6588,0.0033,0.0572,-0.0056,4.2391,0.001,0.0256,-0.0025,4.5718,-0.0007,0.0318,-0.0032
2025-11-25,3.6748,4.2331,4.5441,3.6585,-0.0019,0.0571,-0.0056,4.2382,-0.0008,0.0256,-0.0025,4.5707,-0.0017,0.0321,-0.0032
2025-11-26,3.6477,4.2207,4.5166,3.6577,-0.0074,0.0604,-0.0059,4.237,-0.0029,0.0267,-0.0027,4.5686,-0.0061,0.0362,-0.0044
2025-11-27,3.6451,4.2315,4.5388,3.6575,-0.0007,0.0581,-0.0058,4.2363,0.0025,0.0276,-0.0027,4.5671,0.0049,0.0393,-0.0044
2025-11-28,3.642,4.2242,4.528,3.658,-0.0009,0.0553,-0.0049,4.2356,-0.0017,0.0277,-0.0027,4.5653,-0.0024,0.0397,-0.0044
2025-12-01,3.649,4.2332,4.5417,3.6583,0.0019,0.0549,-0.0049,4.2353,0.0021,0.0284,-0.0027,4.5638,0.003,0.0408,-0.0044
2025-12-02,3.6418,4.227,4.5247,3.6585,-0.002,0.055,-0.0049,4.2351,-0.0015,0.0278,-0.0027,4.5617,-0.0037,0.0419,-0.0046
2025-12-03,3.6368,4.2316,4.5327,3.658,-0.0014,0.0534,-0.0049,4.2349,0.0011,0.0279,-0.0027,4.56,0.0018,0.0424,-0.0046
2025-12-04,3.6203,4.2238,4.5262,3.6572,-0.0046,0.0544,-0.0051,4.2347,-0.0018,0.0279,-0.0027,4.5583,-0.0014,0.0424,-0.0046
2025-12-05,3.6347,4.229,4.5219,3.657,0.004,0.0557,-0.0051,4.2347,0.0012,0.0281,-0.0027,4.5564,-0.001,0.0425,-0.0046
2025-12-08,3.6327,4.2282,4.5129,3.6566,-0.0006,0.0556,-0.0051,4.2343,-0.0002,0.0271,-0.0027,4.5542,-0.002,0.0427,-0.0046
2025-12-09,3.6391,4.2331,4.511,3.6568,0.0018,0.055,-0.0051,4.2344,0.0012,0.0269,-0.0027,4.5522,-0.0004,0.0426,-0.0046
2025-12-10,3.6342,4.2257,4.5086,3.657,-0.0014,0.055,-0.0051,4.2342,-0.0017,0.0273,-0.0027,4.55,-0.0005,0.0423,-0.0046
2025-12-11,3.6093,4.2226,4.515,3.6556,-0.0069,0.0549,-0.0063,4.2338,-0.0007,0.0267,-0.0027,4.5483,0.0014,0.0424,-0.0046
2025-12-12,3.5977,4.2235,4.5261,3.6534,-0.0032,0.0543,-0.0063,4.2332,0.0002,0.0266,-0.0027,4.5468,0.0024,0.0431,-0.0046
2025-12-15,3.5967,4.2213,4.5169,3.6503,-0.0003,0.0495,-0.0063,4.2321,-0.0005,0.0249,-0.0027,4.5446,-0.002,0.0426,-0.0046
2025-12-16,3.5871,4.2163,4.5057,3.6468,-0.0027,0.0495,-0.0063,4.2309,-0.0012,0.025,-0.0027,4.5426,-0.0025,0.0423,-0.0046
2025-12-17,3.5841,4.2113,4.5068,3.6426,-0.0008,0.0471,-0.0063,4.2293,-0.0012,0.0247,-0.0027,4.5403,0.0002,0.0418,-0.0046
2025-12-18,3.5868,4.2114,4.5099,3.6389,0.0008,0.0473,-0.0063,4.2279,0.0,0.0245,-0.0027,4.5383,0.0007,0.0418,-0.0046
2025-12-19,3.5829,4.1988,4.5119,3.6357,-0.0011,0.0453,-0.0058,4.2263,-0.003,0.0256,-0.0029,4.5366,0.0004,0.0418,-0.0046
2025-12-22,3.5891,4.2032,4.5106,3.633,0.0017,0.0457,-0.0058,4.2251,0.001,0.0251,-0.0029,4.5354,-0.0003,0.0411,-0.0046
2025-12-23,3.5817,4.2144,4.5255,3.6303,-0.0021,0.0457,-0.0058,4.2245,0.0027,0.0264,-0.0029,4.5346,0.0033,0.0424,-0.0046
2025-12-24,3.5773,4.22,4.5423,3.6279,-0.0012,0.0446,-0.0058,4.2243,0.0013,0.0264,-0.0029,4.5341,0.0037,0.0434,-0.0046
2025-12-26,3.5756,4.2131,4.536,3.6254,-0.0005,0.0444,-0.0058,4.2237,-0.0017,0.0265,-0.0029,4.5328,-0.0014,0.0417,-0.0046
2025-12-29,3.5787,4.2121,4.5333,3.6235,0.0009,0.0435,-0.0058,4.2232,-0.0002,0.0263,-0.0029,4.5311,-0.0006,0.0413,-0.0046
2025-12-30,3.5888,4.2227,4.55,3.6219,0.0028,0.0445,-0.0058,4.2232,0.0025,0.0273,-0.0029,4.5303,0.0037,0.0427,-0.0046
2025-12-31,3.5918,4.2189,4.5388,3.6199,0.0008,0.0424,-0.0058,4.2227,-0.0009,0.0264,-0.0029,4.5287,-0.0025,0.0425,-0.0046
2026-01-02,3.5847,4.2118,4.5277,3.6174,-0.002,0.042,-0.0058,4.2219,-0.0017,0.0266,-0.0029,4.5273,-0.0025,0.042,-0.0046
2026-01-05,3.5951,4.2076,4.5306,3.6152,0.0029,0.0431,-0.0058,4.2213,-0.001,0.0256,-0.0024,4.5267,0.0006,0.0393,-0.0032
2026-01-06,3.5942,4.2104,4.5366,3.6127,-0.0002,0.0423,-0.0058,4.2206,0.0007,0.0251,-0.0024,4.5261,0.0013,0.0392,-0.0032
2026-01-07,3.5983,4.2074,4.5236,3.6099,0.0011,0.041,-0.0058,4.2196,-0.0007,0.0249,-0.0024,4.5251,-0.0029,0.04,-0.0033
2026-01-08,3.6038,4.2081,4.5165,3.6076,0.0015,0.0414,-0.0058,4.2188,0.0002,0.0249,-0.0024,4.5242,-0.0016,0.0399,-0.0033
2026-01-09,3.6121,4.211,4.5202,3.6064,0.0023,0.0369,-0.004,4.2184,0.0007,0.0236,-0.0018,4.5243,0.0008,0.0359,-0.0027
2026-01-12,3.622,4.2104,4.5185,3.6056,0.0028,0.0379,-0.004,4.2177,-0.0001,0.0223,-0.0018,4.5237,-0.0004,0.0328,-0.0027
2026-01-13,3.6082,4.2071,4.5246,3.6045,-0.0038,0.0393,-0.0042,4.2172,-0.0008,0.0219,-0.0018,4.5236,0.0013,0.0324,-0.0027
2026-01-14,3.6173,4.2113,4.5149,3.6034,0.0025,0.0397,-0.0042,4.2164,0.001,0.0211,-0.0018,4.5227,-0.0022,0.0317,-0.0027
2026-01-15,3.6149,4.2097,4.5195,3.6025,-0.0007,0.0394,-0.0042,4.2159,-0.0004,0.0207,-0.0018,4.5225,0.001,0.03,-0.0025
2026-01-16,3.6261,4.2093,4.5124,3.6022,0.0031,0.0404,-0.0042,4.2151,-0.0001,0.0204,-0.0018,4.5218,-0.0016,0.0298,-0.0025
2026-01-19,3.6311,4.2213,4.5459,3.6025,0.0014,0.0383,-0.0036,4.215,0.0028,0.0216,-0.0017,4.5225,0.0074,0.0367,-0.0025
2026-01-20,3.6259,4.2223,4.5463,3.6022,-0.0014,0.0367,-0.0036,4.2148,0.0002,0.0213,-0.0017,4.5233,0.0001,0.0365,-0.0025
2026-01-21,3.6008,4.223,4.5591,3.6012,-0.0069,0.0417,-0.0055,4.2146,0.0002,0.0213,-0.0017,4.5248,0.0028,0.0367,-0.0025
2026-01-22,3.6068,4.2098,4.5283,3.6001,0.0017,0.0417,-0.0055,4.2139,-0.0031,0.0227,-0.0024,4.5254,-0.0068,0.0421,-0.0027
2026-01-23,3.5703,4.1968,4.5246,3.598,-0.0102,0.0505,-0.0069,4.2129,-0.0031,0.0239,-0.003,4.5259,-0.0008,0.0421,-0.0027
