Date,Kurs_USD,Kurs_EUR,Kurs_CHF,SMA_30_USD,Zwrot_USD,Zmiennosc_USD,VaR_95%_USD,SMA_30_EUR,Zwrot_EUR,Zmiennosc_EUR,VaR_95%_EUR,SMA_30_CHF,Zwrot_CHF,Zmiennosc_CHF,VaR_95%_CHF
2026-01-26,3.5477,4.2063,4.5587,3.5959,-0.0064,0.05,-0.0067,4.2124,0.0023,0.0249,-0.003,4.5274,0.0075,0.0471,-0.0027
2026-01-27,3.5403,4.2044,4.5544,3.594,-0.0021,0.0496,-0.0067,4.2117,-0.0005,0.0249,-0.003,4.5283,-0.0009,0.0468,-0.0027
2026-01-28,3.4925,4.197,4.5758,3.5905,-0.0136,0.0623,-0.0087,4.2109,-0.0018,0.0253,-0.003,4.5303,0.0047,0.0481,-0.0027
2026-01-29,3.5095,4.2034,4.5834,3.588,0.0049,0.0643,-0.0087,4.2105,0.0015,0.0256,-0.003,4.5329,0.0017,0.0474,-0.0027
2026-01-30,3.5138,4.2041,4.5956,3.5856,0.0012,0.0646,-0.0087,4.2102,0.0002,0.0254,-0.003,4.5359,0.0027,0.0478,-0.0027
2026-02-02,3.5548,4.2117,4.594,3.5845,0.0116,0.0737,-0.0087,4.2102,0.0018,0.0259,-0.003,4.5387,-0.0003,0.0478,-0.0027
2026-02-03,3.5768,4.22,4.5908,3.5843,0.0062,0.0759,-0.0087,4.211,0.002,0.0249,-0.0025,4.5413,-0.0007,0.048,-0.0027
2026-02-04,3.5714,4.2196,4.6062,3.5837,-0.0015,0.0759,-0.0087,4.2115,-0.0001,0.0248,-0.0025,4.5445,0.0033,0.0486,-0.0027
2026-02-05,3.5706,4.2133,4.5954,3.5834,-0.0002,0.0756,-0.0087,4.2115,-0.0015,0.024,-0.0025,4.5468,-0.0023,0.0487,-0.0027
2026-02-06,3.5847,4.2216,4.6084,3.5836,0.004,0.0765,-0.0087,4.2115,0.002,0.0244,-0.0025,4.549,0.0028,0.0483,-0.0027
2026-02-09,3.5645,4.2153,4.5933,3.5833,-0.0057,0.0782,-0.0087,4.2116,-0.0015,0.0243,-0.0025,4.5509,-0.0033,0.0492,-0.0031
2026-02-10,3.5332,4.2055,4.6046,3.5817,-0.0088,0.0821,-0.0096,4.2114,-0.0023,0.0252,-0.0027,4.5533,0.0025,0.0495,-0.0031
2026-02-11,3.5462,4.2182,4.6147,3.5803,0.0037,0.0825,-0.0096,4.2112,0.003,0.0257,-0.0027,4.5554,0.0022,0.0488,-0.0031
2026-02-12,3.548,4.2115,4.5997,3.5789,0.0005,0.0824,-0.0096,4.211,-0.0016,0.026,-0.0027,4.5575,-0.0033,0.0493,-0.0033
2026-02-13,3.5493,4.2097,4.6127,3.5777,0.0004,0.0823,-0.0096,4.2109,-0.0004,0.0256,-0.0027,4.5603,0.0028,0.0489,-0.0033
2026-02-16,3.5464,4.2084,4.6134,3.5761,-0.0008,0.0818,-0.0096,4.2109,-0.0003,0.0254,-0.0027,4.5631,0.0002,0.049,-0.0033
2026-02-17,3.5548,4.2131,4.6175,3.5747,0.0024,0.0822,-0.0096,4.211,0.0011,0.0255,-0.0027,4.5658,0.0009,0.0489,-0.0033
2026-02-18,3.5559,4.2167,4.6185,3.5733,0.0003,0.0821,-0.0096,4.2113,0.0008,0.0256,-0.0027,4.5689,0.0002,0.0478,-0.0033
2026-02-19,3.575,4.2139,4.6273,3.5724,0.0054,0.0836,-0.0096,4.2115,-0.0007,0.0256,-0.0027,4.5726,0.0019,0.0475,-0.0033
2026-02-20,3.5871,4.2217,4.6257,3.5715,0.0034,0.0839,-0.0096,4.2119,0.0018,0.0261,-0.0027,4.5761,-0.0004,0.0476,-0.0033
2026-02-23,3.5649,4.2199,4.6183,3.5696,-0.0062,0.0852,-0.0096,4.2122,-0.0004,0.0261,-0.0027,4.5795,-0.0016,0.048,-0.0033
2026-02-24,3.5748,4.2189,4.6198,3.5685,0.0028,0.0851,-0.0096,4.2126,-0.0003,0.026,-0.0027,4.5826,0.0003,0.048,-0.0033
2026-02-25,3.579,4.2139,4.625,3.5672,0.0012,0.0848,-0.0096,4.2127,-0.0012,0.0261,-0.0027,4.5863,0.0011,0.0472,-0.0033
2026-02-26,3.5654,4.2122,4.6198,3.5656,-0.0038,0.0854,-0.0096,4.2128,-0.0004,0.0261,-0.0027,4.5897,-0.0011,0.0475,-0.0033
2026-02-27,3.5772,4.2219,4.6258,3.564,0.0033,0.0855,-0.0096,4.2132,0.0023,0.0269,-0.0027,4.5934,0.0013,0.047,-0.0033
2026-03-02,3.5919,4.2235,4.6664,3.5627,0.0041,0.0863,-0.0096,4.2133,0.0004,0.0257,-0.0027,4.5975,0.0087,0.0488,-0.0033
2026-03-03,3.6207,4.2322,4.6493,3.5625,0.008,0.0896,-0.0096,4.2136,0.002,0.0263,-0.0027,4.6009,-0.0037,0.0505,-0.0035
2026-03-04,3.6919,4.2885,4.7228,3.5655,0.0195,0.1035,-0.0096,4.2158,0.0132,0.0463,-0.0027,4.6063,0.0157,0.0664,-0.0035
2026-03-05,3.6643,4.2635,4.703,3.5674,-0.0075,0.1063,-0.0096,4.2176,-0.0058,0.0487,-0.0027,4.6122,-0.0042,0.0641,-0.0035
2026-03-06,3.6824,4.2727,4.714,3.5712,0.0049,0.102,-0.0082,4.2201,0.0022,0.0478,-0.0021,4.6185,0.0023,0.0639,-0.0035
2026-03-09,3.7284,4.2955,4.7712,3.5772,0.0124,0.1047,-0.0082,4.2231,0.0053,0.0495,-0.0021,4.6256,0.0121,0.0689,-0.0035
2026-03-10,3.653,4.2437,4.6972,3.581,-0.0204,0.1224,-0.0114,4.2244,-0.0121,0.0619,-0.0043,4.6303,-0.0156,0.0847,-0.004
2026-03-11,3.6723,4.2635,4.7156,3.5869,0.0053,0.1147,-0.0082,4.2266,0.0047,0.0629,-0.0043,4.635,0.0039,0.0845,-0.004
2026-03-12,3.6759,4.2428,4.7029,3.5925,0.001,0.1144,-0.0082,4.2279,-0.0049,0.0647,-0.0054,4.639,-0.0027,0.0851,-0.004
2026-03-13,3.7027,4.266,4.7119,3.5988,0.0073,0.1155,-0.0082,4.23,0.0054,0.0664,-0.0054,4.6428,0.0019,0.085,-0.004
2026-03-16,3.7315,4.2681,4.7228,3.6047,0.0077,0.1132,-0.0082,4.2318,0.0005,0.0662,-0.0054,4.6471,0.0023,0.085,-0.004
2026-03-17,3.7045,4.2603,4.7007,3.6089,-0.0073,0.1152,-0.0082,4.2332,-0.0018,0.0664,-0.0054,4.6508,-0.0047,0.0865,-0.0045
2026-03-18,3.6898,4.2578,4.6992,3.6129,-0.004,0.1159,-0.0082,4.2345,-0.0006,0.0664,-0.0054,4.6539,-0.0003,0.0862,-0.0045
2026-03-19,3.7268,4.2739,4.7042,3.6181,0.01,0.1186,-0.0082,4.2365,0.0038,0.0669,-0.0054,4.6575,0.0011,0.0857,-0.0045
2026-03-20,3.6815,4.2613,4.6656,3.6213,-0.0122,0.1248,-0.0107,4.2378,-0.003,0.0675,-0.0054,4.6594,-0.0082,0.0893,-0.0066
2026-03-23,3.6911,4.2706,4.6885,3.6255,0.0026,0.1233,-0.0107,4.2396,0.0022,0.0675,-0.0054,4.6626,0.0049,0.0896,-0.0066
2026-03-24,3.6633,4.2567,4.6612,3.6299,-0.0076,0.1225,-0.0101,4.2414,-0.0033,0.0679,-0.0054,4.6645,-0.0058,0.0913,-0.0072
2026-03-25,3.6762,4.2663,4.6586,3.6342,0.0035,0.1224,-0.0101,4.243,0.0023,0.0677,-0.0054,4.6659,-0.0006,0.0912,-0.0072
